주소,위도,경도
경상남도 합천군 초계면 양동로 6-16,35.5568983674,128.2616480549
경상남도 합천군 합천읍 인덕로 2453,35.5728093629819,128.148539016156
경상남도 합천군 합천읍 인덕로 2453,35.572809363,128.1485390162
경상남도 합천군 야로면 시장길 6-5,35.7065899917165,128.168536378444
